,split,doc_id,sentence_num,words,tags,num_tokens
20,train,3,17,"['the', 'plant', ',', 'which', 'is', 'owned', 'by', '<org>', '<org>', '<org>', '<org>', ',', 'was', 'under', 'contract', 'with', '<org>', 'to', 'make', '<org>', 'cigarette', 'filters', '.']","['DT', 'NN', ',', 'WDT', 'VBZ', 'VBN', 'IN', 'NNP', 'CC', 'NNP', 'NNP', ',', 'VBD', 'IN', 'NN', 'IN', 'NN', 'TO', 'VB', 'DT', 'NN', 'NNS', '.']",23
21,train,3,18,"['the', 'finding', 'probably', 'will', 'support', 'those', 'who', 'argue', 'that', '<org>', 'u.s.', 'should', 'regulate', '<org>', 'class', '<org>', 'asbestos', 'including', 'crocidolite', '<num>', 'stringently', '<num>', '<org>', 'common', 'kind', '<org>', 'asbestos', ',', 'chrysotile', ',', 'found', 'in', 'most', 'schools', 'and', 'other', 'buildings', ',', 'dr.', '<per>', 'said', '.']","['DT', 'NN', 'RB', 'MD', 'VB', 'DT', 'WP', 'VBP', 'IN', 'DT', 'NNP', 'MD', 'VB', 'DT', 'NN', 'IN', 'NN', 'VBG', 'NN', 'RBR', 'RB', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NN', ',', 'NN', ',', 'VBN', 'IN', 'JJS', 'NNS', 'CC', 'JJ', 'NNS', ',', 'NNP', 'NNP', 'VBD', '.']",42
22,train,3,19,"['the', 'u.s.', 'is', '<num>', '<org>', '<org>', 'few', 'industrialized', 'nations', 'that', 'does', ""n't"", 'have', 'a', 'higher', 'standard', '<org>', 'regulation', 'for', '<org>', 'smooth', ',', 'needle-like', 'fibers', 'such', 'as', 'crocidolite', 'that', 'are', 'classified', 'as', 'amphobiles', ',', 'according', 'to', '<per>', '<per>', '<per>', ',', 'a', 'professor', '<org>', 'pathlogy', 'at', '<org>', '<org>', '<org>', '<org>', '<org>', '<org>', '<org>', '.']","['DT', 'NNP', 'VBZ', 'CD', 'IN', 'DT', 'JJ', 'VBN', 'NNS', 'WDT', 'VBZ', 'RB', 'VB', 'DT', 'JJR', 'NN', 'IN', 'NN', 'IN', 'DT', 'JJ', ',', 'JJ', 'NNS', 'JJ', 'IN', 'NN', 'WDT', 'VBP', 'VBN', 'IN', 'NNS', ',', 'VBG', 'TO', 'NNP', 'NNP', 'NNP', ',', 'DT', 'NN', 'IN', 'NN', 'IN', 'DT', 'NNP', 'IN', 'NNP', 'NNP', 'IN', 'NNP', '.']",52
23,train,3,20,"['more', 'common', 'chrysotile', 'fibers', 'are', 'curly', 'and', 'are', '<num>', 'easily', 'rejected', 'by', '<org>', 'body', ',', 'dr.', '<per>', 'explained', '.']","['RBR', 'JJ', 'NN', 'NNS', 'VBP', 'JJ', 'CC', 'VBP', 'RBR', 'RB', 'VBN', 'IN', 'DT', 'NN', ',', 'NNP', 'NNP', 'VBD', '.']",19
24,train,3,21,"['in', 'july', ',', '<org>', '<org>', '<org>', '<org>', 'imposed', 'a', 'gradual', 'ban', 'on', 'virtually', 'all', 'uses', '<org>', 'asbestos', '.']","['IN', 'NNP', ',', 'DT', 'NNP', 'NNP', 'NNP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'RB', 'DT', 'NNS', 'IN', 'NN', '.']",18
25,train,3,22,"['by', '1997', ',', 'almost', 'all', 'remaining', 'uses', '<org>', 'cancer-causing', 'asbestos', 'will', 'be', 'outlawed', '.']","['IN', 'CD', ',', 'RB', 'DT', 'VBG', 'NNS', 'IN', 'JJ', 'NN', 'MD', 'VB', 'VBN', '.']",14
26,train,3,23,"['<num>', '<num>', 'workers', 'at', 'a', 'factory', 'that', 'made', 'paper', 'for', '<org>', '<org>', 'filters', 'were', 'exposed', 'to', 'asbestos', 'in', '<org>', '1950s', '.']","['IN', 'CD', 'NNS', 'IN', 'DT', 'NN', 'WDT', 'VBD', 'NN', 'IN', 'DT', 'NNP', 'NNS', 'VBD', 'VBN', 'TO', 'NN', 'IN', 'DT', 'CD', '.']",21
27,train,3,24,"['areas', '<org>', '<org>', 'factory', 'were', 'particularly', 'dusty', 'where', '<org>', 'crocidolite', 'was', 'used', '.']","['NNS', 'IN', 'DT', 'NN', 'VBD', 'RB', 'JJ', 'WRB', 'DT', 'NN', 'VBD', 'VBN', '.']",13
28,train,3,25,"['<org>', 'dumped', 'large', 'burlap', 'sacks', '<org>', '<org>', 'imported', 'material', 'into', 'a', 'huge', 'bin', ',', 'poured', 'in', 'cotton', 'and', 'acetate', 'fibers', 'and', 'mechanically', 'mixed', '<org>', 'dry', 'fibers', 'in', 'a', 'process', 'used', 'to', 'make', 'filters', '.']","['NNS', 'VBD', 'JJ', 'NN', 'NNS', 'IN', 'DT', 'VBN', 'NN', 'IN', 'DT', 'JJ', 'NN', ',', 'VBD', 'RP', 'NN', 'CC', 'NN', 'NNS', 'CC', 'RB', 'VBD', 'DT', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'VBN', 'TO', 'VB', 'NNS', '.']",34
29,train,3,26,"['<org>', 'described', '``', 'clouds', '<org>', 'blue', 'dust', ""''"", 'that', 'hung', 'over', 'parts', '<org>', '<org>', 'factory', ',', 'even', 'though', 'exhaust', 'fans', 'ventilated', '<org>', 'area', '.']","['NNS', 'VBD', '``', 'NNS', 'IN', 'JJ', 'NN', ""''"", 'WDT', 'VBD', 'IN', 'NNS', 'IN', 'DT', 'NN', ',', 'RB', 'IN', 'NN', 'NNS', 'VBD', 'DT', 'NN', '.']",24
30,train,3,27,"['``', 'there', ""'s"", 'no', 'question', 'that', 'some', '<org>', 'those', 'workers', 'and', 'managers', 'contracted', 'asbestos-related', 'diseases', ',', ""''"", 'said', '<per>', '<per>', ',', 'vice', 'president', '<org>', 'human', 'resources', 'for', '<org>', '<org>', '<org>', '.']","['``', 'EX', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'IN', 'DT', 'NNS', 'CC', 'NNS', 'VBD', 'JJ', 'NNS', ',', ""''"", 'VBD', 'NNP', 'NNP', ',', 'NN', 'NN', 'IN', 'JJ', 'NNS', 'IN', 'NNP', 'CC', 'NNP', '.']",31
31,train,3,28,"['``', 'but', 'you', 'have', 'to', 'recognize', 'that', 'these', 'events', 'took', 'place', '35', 'years', 'ago', '.']","['``', 'CC', 'PRP', 'VBP', 'TO', 'VB', 'IN', 'DT', 'NNS', 'VBD', 'NN', 'CD', 'NNS', 'IN', '.']",15
32,train,3,29,"['it', 'has', 'no', 'bearing', 'on', 'our', 'work', 'force', 'today', '.']","['PRP', 'VBZ', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'NN', 'NN', '.']",10
33,train,4,0,"['yields', 'on', 'money-market', 'mutual', 'funds', 'continued', 'to', 'slide', ',', 'amid', 'signs', 'that', 'portfolio', 'managers', 'expect', 'further', 'declines', 'in', 'interest', 'rates', '.']","['NNS', 'IN', 'JJ', 'JJ', 'NNS', 'VBD', 'TO', 'VB', ',', 'IN', 'NNS', 'IN', 'NN', 'NNS', 'VBP', 'JJ', 'NNS', 'IN', 'NN', 'NNS', '.']",21
34,train,4,1,"['the', 'average', 'seven-day', 'compound', 'yield', 'of', 'the', '<num>', 'taxable', 'funds', 'tracked', 'by', '<org>', '<org>', '<org>', '<org>', '<org>', 'eased', 'a', 'fraction', 'of', 'a', 'percentage', 'point', 'to', '8.45', '%', 'from', '8.47', '%', 'for', 'the', 'week', 'ended', 'tuesday', '.']","['DT', 'JJ', 'JJ', 'NN', 'NN', 'IN', 'DT', 'CD', 'JJ', 'NNS', 'VBN', 'IN', 'NNP', 'POS', 'NNP', 'NNP', 'NNP', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'TO', 'CD', 'NN', 'IN', 'CD', 'NN', 'IN', 'DT', 'NN', 'VBD', 'NNP', '.']",36
35,train,4,2,"['compound', 'yields', 'assume', 'reinvestment', 'of', 'dividends', 'and', 'that', 'the', 'current', 'yield', 'continues', 'for', 'a', 'year', '.']","['NN', 'NNS', 'VBP', 'NN', 'IN', 'NNS', 'CC', 'IN', 'DT', 'JJ', 'NN', 'VBZ', 'IN', 'DT', 'NN', '.']",16
36,train,4,3,"['average', 'maturity', 'of', 'the', 'funds', ""'"", 'investments', 'lengthened', 'by', 'a', 'day', 'to', '41', 'days', ',', 'the', 'longest', 'since', 'early', 'august', ',', 'according', 'to', '<org>', '<org>', '.']","['JJ', 'NN', 'IN', 'DT', 'NNS', 'POS', 'NNS', 'VBD', 'IN', 'DT', 'NN', 'TO', 'CD', 'NNS', ',', 'DT', 'JJS', 'IN', 'JJ', 'NNP', ',', 'VBG', 'TO', 'NNP', 'POS', '.']",26
37,train,4,4,"['<per>', 'maturities', 'are', 'thought', 'to', 'indicate', 'declining', 'interest', 'rates', 'because', 'they', 'permit', 'portfolio', 'managers', 'to', 'retain', 'relatively', 'higher', 'rates', 'for', 'a', 'longer', 'period', '.']","['JJR', 'NNS', 'VBP', 'VBN', 'TO', 'VB', 'VBG', 'NN', 'NNS', 'IN', 'PRP', 'VBP', 'NN', 'NNS', 'TO', 'VB', 'RB', 'JJR', 'NNS', 'IN', 'DT', 'JJR', 'NN', '.']",24
38,train,4,5,"['<per>', 'maturities', 'are', 'considered', 'a', 'sign', 'of', 'rising', 'rates', 'because', 'portfolio', 'managers', 'can', 'capture', 'higher', 'rates', 'sooner', '.']","['JJR', 'NNS', 'VBP', 'VBN', 'DT', 'NN', 'IN', 'VBG', 'NNS', 'IN', 'NN', 'NNS', 'MD', 'VB', 'JJR', 'NNS', 'RB', '.']",18
39,train,4,6,"['the', 'average', 'maturity', 'for', 'funds', 'open', 'only', 'to', 'institutions', ',', 'considered', 'by', 'some', 'to', 'be', 'a', 'stronger', 'indicator', 'because', 'those', 'managers', 'watch', 'the', 'market', 'closely', ',', 'reached', 'a', 'high', 'point', 'for', 'the', 'year', '--', '33', 'days', '.']","['DT', 'JJ', 'NN', 'IN', 'NNS', 'JJ', 'RB', 'TO', 'NNS', ',', 'VBN', 'IN', 'DT', 'TO', 'VB', 'DT', 'JJR', 'NN', 'IN', 'DT', 'NNS', 'VBP', 'DT', 'NN', 'RB', ',', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', ':', 'CD', 'NNS', '.']",37
40,train,4,7,"['nevertheless', ',', 'said', '<per>', '<per>', '<per>', ',', 'editor', 'of', '<org>', '<org>', '<org>', ',', 'yields', '``', 'may', 'blip', 'up', 'again', 'before', 'they', 'blip', 'down', ""''"", 'because', 'of', 'recent', 'rises', 'in', 'short-term', 'interest', 'rates', '.']","['RB', ',', 'VBD', 'NNP', 'NNP', 'NNP', ',', 'NN', 'IN', 'NNP', 'NNP', 'NNP', ',', 'NNS', '``', 'MD', 'VB', 'RP', 'RB', 'IN', 'PRP', 'VBP', 'RP', ""''"", 'IN', 'IN', 'JJ', 'NNS', 'IN', 'JJ', 'NN', 'NNS', '.']",33
41,train,4,8,"['the', 'yield', 'on', 'six-month', '<org>', 'bills', 'sold', 'at', 'monday', '<org>', 'auction', ',', 'for', 'example', ',', 'rose', 'to', '8.04', '%', 'from', '7.90', '%', '.']","['DT', 'NN', 'IN', 'JJ', 'NNP', 'NNS', 'VBN', 'IN', 'NNP', 'POS', 'NN', ',', 'IN', 'NN', ',', 'VBD', 'TO', 'CD', 'NN', 'IN', 'CD', 'NN', '.']",23
42,train,4,9,"['despite', 'recent', 'declines', 'in', 'yields', ',', 'investors', 'continue', 'to', 'pour', 'cash', 'into', 'money', 'funds', '.']","['IN', 'JJ', 'NNS', 'IN', 'NNS', ',', 'NNS', 'VBP', 'TO', 'VB', 'NN', 'IN', 'NN', 'NNS', '.']",15
43,train,4,10,"['assets', 'of', 'the', '<num>', 'taxable', 'funds', 'grew', 'by', '$', '1.5', 'billion', 'during', 'the', 'latest', 'week', ',', 'to', '$', '352.7', 'billion', '.']","['NNS', 'IN', 'DT', 'CD', 'JJ', 'NNS', 'VBD', 'IN', '$', 'CD', 'CD', 'IN', 'DT', 'JJS', 'NN', ',', 'TO', '$', 'CD', 'CD', '.']",21
44,train,4,11,"['typically', ',', 'money-fund', 'yields', 'beat', 'comparable', 'short-term', 'investments', 'because', 'portfolio', 'managers', 'can', 'vary', 'maturities', 'and', 'go', 'after', 'the', 'highest', 'rates', '.']","['RB', ',', 'NN', 'NNS', 'VBP', 'JJ', 'JJ', 'NNS', 'IN', 'NN', 'NNS', 'MD', 'VB', 'NNS', 'CC', 'VB', 'IN', 'DT', 'JJS', 'NNS', '.']",21
45,train,4,12,"['the', 'top', 'money', 'funds', 'are', 'currently', 'yielding', 'well', 'over', '9', '%', '.']","['DT', 'JJ', 'NN', 'NNS', 'VBP', 'RB', 'VBG', 'RB', 'IN', 'CD', 'NN', '.']",12
46,train,4,13,"['dreyfus', '<org>', '<org>', ',', 'the', 'top-yielding', 'fund', ',', 'had', 'a', 'seven-day', 'compound', 'yield', 'of', '9.37', '%', 'during', 'the', 'latest', 'week', ',', 'down', 'from', '9.45', '%', 'a', 'week', 'earlier', '.']","['NNP', 'NNP', 'NNP', ',', 'DT', 'JJ', 'NN', ',', 'VBD', 'DT', 'JJ', 'NN', 'NN', 'IN', 'CD', 'NN', 'IN', 'DT', 'JJS', 'NN', ',', 'RB', 'IN', 'CD', 'NN', 'DT', 'NN', 'JJR', '.']",29
47,train,4,14,"['it', 'invests', 'heavily', 'in', 'dollar-denominated', 'securities', 'overseas', 'and', 'is', 'currently', 'waiving', 'management', 'fees', ',', 'which', 'boosts', 'its', 'yield', '.']","['PRP', 'VBZ', 'RB', 'IN', 'JJ', 'NNS', 'RB', 'CC', 'VBZ', 'RB', 'VBG', 'NN', 'NNS', ',', 'WDT', 'VBZ', 'PRP$', 'NN', '.']",19
48,train,4,15,"['the', 'average', 'seven-day', 'simple', 'yield', 'of', 'the', '<num>', 'funds', 'was', '8.12', '%', ',', 'down', 'from', '8.14', '%', '.']","['DT', 'JJ', 'JJ', 'JJ', 'NN', 'IN', 'DT', 'CD', 'NNS', 'VBD', 'CD', 'NN', ',', 'RB', 'IN', 'CD', 'NN', '.']",18
49,train,4,16,"['the', '30-day', 'simple', 'yield', 'fell', 'to', 'an', 'average', '8.19', '%', 'from', '8.22', '%', ';', 'the', '30-day', 'compound', 'yield', 'slid', 'to', 'an', 'average', '8.53', '%', 'from', '8.56', '%', '.']","['DT', 'JJ', 'JJ', 'NN', 'VBD', 'TO', 'DT', 'JJ', 'CD', 'NN', 'IN', 'CD', 'NN', ':', 'DT', 'JJ', 'NN', 'NN', 'VBD', 'TO', 'DT', 'JJ', 'CD', 'NN', 'IN', 'CD', 'NN', '.']",28
50,train,5,0,"['<per>', '<per>', ',', 'vice', 'chairman', 'of', '<org>', '<org>', '<org>', '<org>', ',', 'which', 'holds', 'a', '83.4', '%', 'interest', 'in', 'this', 'energy-services', 'company', ',', 'was', 'elected', 'a', 'director', '.']","['NNP', 'NNP', ',', 'NN', 'NN', 'IN', 'NNP', 'NNP', 'CC', 'NNP', ',', 'WDT', 'VBZ', 'DT', 'CD', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NN', ',', 'VBD', 'VBN', 'DT', 'NN', '.']",27
51,train,5,1,"['he', 'succeeds', '<per>', '<per>', '<per>', ',', 'formerly', 'a', '<org>', '<org>', 'vice', 'chairman', ',', 'who', 'resigned', '.']","['PRP', 'VBZ', 'NNP', 'NNP', 'NNP', ',', 'RB', 'DT', 'NNP', 'NNP', 'NN', 'NN', ',', 'WP', 'VBD', '.']",16
52,train,5,2,"['<org>', '<org>', 'holds', '<num>', 'of', '<org>', '<org>', '<org>', '<num>', 'board', 'seats', '.']","['NNP', 'NNP', 'VBZ', 'CD', 'IN', 'NNP', 'NNP', 'POS', 'CD', 'NN', 'NNS', '.']",12
53,train,6,0,"['<org>', '<org>', '<org>', '<org>', 'said', 'shareholders', 'approved', 'its', 'acquisition', 'by', '<org>', '<org>', '<org>', 'of', 'toronto', 'for', '$', '27', 'a', 'share', ',', 'or', '$', '212', 'million', '.']","['NNP', 'NNP', 'NNP', 'NNP', 'VBD', 'NNS', 'VBD', 'PRP$', 'NN', 'IN', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'IN', '$', 'CD', 'DT', 'NN', ',', 'CC', '$', 'CD', 'CD', '.']",26
54,train,6,1,"['the', 'thrift', 'holding', 'company', 'said', 'it', 'expects', 'to', 'obtain', 'regulatory', 'approval', 'and', 'complete', 'the', 'transaction', 'by', 'year-end', '.']","['DT', 'NN', 'VBG', 'NN', 'VBD', 'PRP', 'VBZ', 'TO', 'VB', 'JJ', 'NN', 'CC', 'VB', 'DT', 'NN', 'IN', 'NN', '.']",18
55,train,7,0,"['<org>', '<org>', '<org>', 'said', 'its', '<org>', '<org>', '<org>', 'unit', 'completed', 'the', 'sale', 'of', 'its', '<org>', '<org>', '<org>', 'to', '<org>', '<org>', '<org>', 'a.', 'for', '$', '295', 'million', '<org>']","['NNP', 'NNP', 'NNP', 'VBD', 'PRP$', 'NNP', 'CC', 'NNP', 'NN', 'VBD', 'DT', 'NN', 'IN', 'PRP$', 'NNP', 'NNP', 'NNP', 'TO', 'NNP', 'NNP', '.', 'NNP', 'IN', '$', 'CD', 'CD', '.']",27
56,train,7,1,"['<org>', 'is', 'an', 'italian', 'state-owned', 'holding', 'company', 'with', 'interests', 'in', 'the', 'mechanical', 'engineering', 'industry', '<org>']","['NNP', 'VBZ', 'DT', 'JJ', 'JJ', 'VBG', 'NN', 'IN', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'NN', '.']",15
57,train,7,2,"['<org>', '<org>', ',', 'based', 'in', 'wickliffe', ',', 'ohio', ',', 'makes', 'computerized', 'industrial', 'controls', 'systems', '<org>']","['NNP', 'NNP', ',', 'VBN', 'IN', 'NNP', ',', 'NNP', ',', 'VBZ', 'JJ', 'JJ', 'NNS', 'NNS', '.']",15
58,train,7,3,"['it', 'employs', '<num>', 'people', 'and', 'has', 'annual', 'revenue', 'of', 'about', '$', '370', 'million', '<org>']","['PRP', 'VBZ', 'CD', 'NNS', 'CC', 'VBZ', 'JJ', 'NN', 'IN', 'IN', '$', 'CD', 'CD', '.']",14
